Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Yr Sold,SalePrice,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Functional,Fireplace Qu,Garage Finish,Garage Qual,Garage Cond,Pool QC
8035,9,5,2006,2006,165.0,797.0,0.0,815.0,1612.0,1612,0,0,1612,1.0,0.0,2,0,2,1,6,1,2006.0,2.0,556.0,0,164,0,0,0,0,0,2007,319900,4,3,5,3,6,1,5,5,7,4,3,3,3,1
7937,6,6,1984,1984,0.0,819.0,0.0,184.0,1003.0,1003,0,0,1003,1.0,0.0,1,0,3,1,6,0,1984.0,2.0,588.0,120,0,0,0,0,0,0,2006,142500,3,3,3,3,6,1,3,3,7,1,1,3,3,1
9600,5,6,1950,1950,0.0,390.0,0.0,810.0,1200.0,1200,0,0,1200,0.0,0.0,1,0,3,1,6,0,1950.0,1.0,246.0,126,0,0,0,0,0,0,2009,129900,3,3,3,3,4,1,3,3,7,1,3,3,3,1
6955,7,5,2005,2006,94.0,0.0,0.0,1368.0,1368.0,1368,0,0,1368,0.0,0.0,2,0,2,1,6,1,2005.0,2.0,474.0,132,35,0,0,0,0,0,2006,202500,4,3,4,3,1,1,5,4,7,4,2,3,3,1
21370,5,5,1950,1950,0.0,0.0,0.0,0.0,0.0,1640,0,0,1640,0.0,0.0,1,0,3,1,7,1,1950.0,2.0,394.0,0,0,225,0,0,0,600,2006,131000,3,3,1,1,0,0,3,3,6,4,2,3,3,1
10126,6,5,1997,1998,0.0,1593.0,162.0,83.0,1838.0,1838,0,0,1838,2.0,0.0,2,0,2,2,8,0,1998.0,3.0,721.0,160,67,0,0,0,0,0,2008,185000,3,4,4,3,6,2,5,3,7,1,1,3,3,1
2364,6,5,1978,1978,0.0,279.0,0.0,576.0,855.0,855,601,0,1456,0.0,0.0,2,1,3,1,6,1,1978.0,2.0,440.0,147,0,0,0,0,0,0,2009,138000,4,3,4,3,5,1,3,3,7,3,3,3,3,1
3600,6,7,1910,1993,0.0,0.0,0.0,684.0,684.0,684,684,0,1368,0.0,0.0,1,0,3,1,7,0,1930.0,1.0,216.0,0,158,0,0,0,0,0,2006,114504,3,3,3,3,1,1,5,3,7,1,1,3,2,1
8741,6,4,1945,1950,0.0,94.0,0.0,641.0,735.0,798,689,0,1487,0.0,0.0,1,1,3,1,7,1,1949.0,1.0,220.0,0,140,0,0,0,0,0,2010,113000,3,3,3,2,2,1,3,3,7,4,1,3,3,1
5436,4,8,1922,2007,0.0,735.0,0.0,61.0,796.0,796,358,0,1154,1.0,0.0,1,0,3,1,7,0,1922.0,1.0,240.0,0,96,0,0,0,0,0,2010,125500,3,4,3,3,4,1,4,4,7,1,1,3,3,1
14149,5,8,1964,2001,50.0,68.0,722.0,190.0,980.0,1020,0,0,1020,0.0,1.0,2,0,3,1,5,1,1970.0,2.0,528.0,0,0,0,0,0,0,0,2007,165000,4,4,3,3,2,4,3,3,7,1,1,3,3,1
5000,5,4,1900,1950,0.0,0.0,0.0,540.0,540.0,889,551,0,1440,0.0,0.0,1,0,3,1,6,0,1940.0,1.0,352.0,0,0,77,0,0,0,0,2006,79000,3,3,3,3,1,1,4,3,7,1,1,2,3,1
2544,6,5,2005,2005,216.0,376.0,0.0,224.0,600.0,600,636,0,1236,1.0,0.0,2,1,2,1,4,0,2005.0,2.0,480.0,0,166,0,0,0,0,0,2010,152000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
5000,6,7,1947,1950,0.0,399.0,0.0,605.0,1004.0,1004,660,0,1664,0.0,0.0,2,0,3,1,7,2,1950.0,2.0,420.0,0,24,36,0,0,0,0,2006,159000,3,4,3,3,5,1,5,3,7,4,1,3,3,1
12493,4,5,1960,1960,0.0,419.0,306.0,375.0,1100.0,1100,0,0,1100,1.0,0.0,1,0,3,1,6,1,1960.0,1.0,312.0,355,0,0,0,0,0,0,2008,141000,3,3,3,3,5,3,3,3,7,1,2,3,3,1
10368,6,6,1964,1964,112.0,260.0,748.0,0.0,1008.0,1488,0,0,1488,1.0,0.0,1,1,3,1,7,1,1964.0,2.0,430.0,154,60,0,0,0,0,0,2006,167000,3,3,3,3,5,2,5,3,7,4,3,3,3,1
6360,5,6,1942,1950,300.0,360.0,159.0,316.0,835.0,955,498,0,1453,0.0,0.0,1,1,3,1,7,2,1942.0,1.0,240.0,0,0,35,0,148,0,0,2010,132000,3,3,3,3,3,2,3,4,5,2,1,3,3,1
10357,7,5,1990,1991,0.0,738.0,0.0,172.0,910.0,1442,0,0,1442,1.0,0.0,2,0,3,1,6,1,1990.0,2.0,719.0,0,244,0,0,0,0,0,2007,179900,4,3,4,3,6,1,4,4,7,3,3,3,3,1
9819,5,5,1967,1967,31.0,450.0,0.0,432.0,882.0,900,0,0,900,0.0,0.0,1,0,3,1,5,0,1970.0,1.0,280.0,0,0,0,0,0,0,0,2010,122000,3,4,3,3,4,1,3,3,7,1,1,3,3,1
7936,6,6,1963,1963,0.0,826.0,0.0,219.0,1045.0,1045,0,0,1045,1.0,0.0,1,0,3,1,6,1,1963.0,1.0,264.0,0,0,0,0,0,0,0,2009,127000,3,3,3,3,4,1,3,3,7,2,2,3,3,1
8773,6,5,2002,2002,0.0,951.0,0.0,536.0,1487.0,1419,0,0,1419,1.0,0.0,2,0,2,1,4,0,2002.0,2.0,543.0,196,68,0,0,0,0,0,2006,190000,4,3,4,3,6,1,5,4,7,1,3,3,3,1
11235,5,5,1964,1980,30.0,785.0,0.0,635.0,1420.0,1452,0,0,1452,1.0,0.0,1,0,2,1,6,1,1964.0,2.0,572.0,92,0,88,0,0,0,0,2007,158450,3,3,4,3,4,1,4,3,5,3,1,3,3,1
12886,5,6,1963,1999,0.0,444.0,0.0,76.0,520.0,1464,0,0,1464,0.0,1.0,2,0,3,1,6,1,1997.0,2.0,480.0,302,0,0,0,100,0,0,2009,175000,3,3,4,3,5,1,5,3,5,3,2,3,3,1
14892,9,5,2006,2007,160.0,1320.0,0.0,426.0,1746.0,1746,0,0,1746,1.0,0.0,2,0,3,1,7,2,2006.0,3.0,758.0,201,39,0,0,0,0,0,2009,377500,5,3,5,3,6,1,5,5,7,4,3,3,3,1
6240,5,5,1930,1950,0.0,448.0,0.0,480.0,928.0,928,608,0,1536,0.0,0.0,2,0,4,1,7,1,1930.0,2.0,480.0,0,10,0,0,0,0,0,2010,138400,3,3,3,3,2,1,3,3,7,4,1,3,3,1
11645,7,5,2005,2005,0.0,1300.0,0.0,434.0,1734.0,1734,0,0,1734,1.0,0.0,2,0,3,1,7,0,2005.0,2.0,660.0,160,24,0,0,0,0,0,2006,260000,4,3,4,3,6,1,5,4,7,1,3,3,3,1
14977,8,5,2006,2007,304.0,1350.0,0.0,626.0,1976.0,1976,0,0,1976,1.0,0.0,2,0,2,1,7,1,2006.0,3.0,908.0,250,63,0,0,0,0,0,2007,440000,4,3,5,3,6,1,5,4,7,5,2,3,3,1
9100,7,5,2001,2001,0.0,0.0,0.0,1212.0,1212.0,1212,0,0,1212,0.0,0.0,2,0,3,1,6,0,2001.0,2.0,573.0,356,0,0,0,0,0,0,2009,178000,4,3,4,3,1,1,5,4,7,1,2,3,3,1
8400,5,5,1968,1968,168.0,1016.0,0.0,36.0,1052.0,1052,0,0,1052,1.0,0.0,1,1,3,1,5,0,1968.0,1.0,288.0,356,0,0,0,0,0,0,2006,138500,3,3,3,3,4,1,4,3,7,1,2,3,3,1
7420,5,5,1962,1962,0.0,417.0,0.0,640.0,1057.0,1057,0,0,1057,0.0,0.0,1,0,3,1,6,0,1977.0,2.0,576.0,0,0,0,0,0,0,0,2007,132000,3,3,3,3,3,1,3,3,7,1,3,3,3,1
9525,6,5,1953,1953,0.0,468.0,0.0,532.0,1000.0,1068,541,0,1609,0.0,0.0,1,1,5,1,7,0,1953.0,1.0,305.0,0,0,0,0,0,0,0,2006,149900,3,3,3,3,2,1,3,3,7,1,1,2,3,1
7425,7,7,1945,1950,0.0,0.0,0.0,672.0,672.0,1195,473,0,1668,0.0,0.0,1,1,3,1,8,0,1945.0,1.0,252.0,210,0,0,0,0,0,0,2008,108000,3,3,3,2,1,1,4,4,7,1,1,3,3,1
7990,5,6,1975,1975,0.0,0.0,0.0,924.0,924.0,924,0,0,924,0.0,0.0,1,0,3,1,5,0,1981.0,1.0,280.0,0,0,0,0,0,0,0,2008,110000,3,3,4,3,1,1,3,3,7,1,1,3,3,1
1300,6,6,1980,1980,0.0,285.0,0.0,276.0,561.0,561,668,0,1229,0.0,0.0,1,1,2,1,5,1,1980.0,2.0,462.0,150,0,0,0,0,0,0,2009,124000,3,3,4,3,5,1,3,3,7,3,3,3,3,1
5500,4,6,1956,1956,0.0,0.0,0.0,882.0,882.0,882,0,0,882,0.0,0.0,1,0,1,1,4,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2007,103200,3,3,3,3,1,1,5,3,7,1,0,1,1,1
3606,7,5,2006,2007,0.0,937.0,0.0,415.0,1352.0,1352,0,0,1352,1.0,0.0,2,0,2,1,5,1,2006.0,2.0,466.0,0,241,0,0,0,0,0,2007,194000,4,3,5,4,6,1,5,4,7,4,2,3,3,1
8978,5,5,1968,1968,0.0,0.0,0.0,948.0,948.0,948,0,0,948,0.0,0.0,1,0,3,1,6,0,1968.0,1.0,300.0,147,0,0,0,0,0,0,2007,108000,3,3,3,3,1,1,3,3,7,1,1,3,3,1
9079,5,5,1961,1961,0.0,864.0,0.0,0.0,864.0,864,0,0,864,0.0,0.0,1,0,2,1,5,0,1961.0,1.0,440.0,158,0,0,0,0,0,0,2009,122000,3,3,3,3,4,1,3,3,7,1,1,3,3,1
1700,7,5,1980,1981,0.0,397.0,0.0,33.0,430.0,880,680,140,1700,1.0,0.0,2,1,2,1,7,0,1980.0,1.0,450.0,188,36,0,0,200,0,0,2006,148400,4,3,4,3,6,1,3,4,7,1,3,4,3,1
9571,5,3,1958,1958,0.0,0.0,0.0,1276.0,1276.0,1276,0,0,1276,0.0,0.0,1,0,3,1,5,0,1958.0,1.0,350.0,0,0,0,0,0,0,0,2009,60000,3,2,3,2,1,1,3,3,4,1,1,3,3,1
9938,7,5,1994,1994,251.0,1271.0,0.0,331.0,1602.0,1626,0,0,1626,1.0,0.0,2,1,3,1,7,1,1994.0,2.0,534.0,424,40,0,0,0,0,0,2008,226500,4,3,4,3,6,1,5,4,7,3,2,3,3,1
9000,2,3,1949,1950,0.0,50.0,0.0,430.0,480.0,480,0,0,480,1.0,0.0,0,0,1,1,4,0,1958.0,1.0,308.0,0,0,0,0,0,0,0,2006,35311,3,3,3,3,4,1,3,3,7,1,1,3,3,1
7840,6,5,1975,1975,355.0,976.0,0.0,0.0,976.0,1012,0,0,1012,0.0,2.0,2,0,4,0,4,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2006,127500,3,3,4,3,6,1,3,3,7,1,0,1,1,1
12395,5,6,1984,1984,0.0,647.0,0.0,217.0,864.0,889,0,0,889,0.0,0.0,1,0,3,1,6,0,1984.0,2.0,484.0,0,0,0,0,0,0,0,2008,137500,3,3,3,3,5,1,3,3,7,1,1,3,3,1
9638,6,6,1977,1977,0.0,368.0,120.0,541.0,1029.0,1117,0,0,1117,1.0,0.0,1,0,3,1,6,1,1977.0,2.0,542.0,292,0,0,0,0,0,0,2008,147000,3,3,3,3,5,3,3,3,7,2,2,3,3,1
13418,8,5,2004,2005,132.0,0.0,0.0,1117.0,1117.0,1132,1320,0,2452,0.0,0.0,3,1,4,1,9,1,2004.0,3.0,691.0,113,32,0,0,0,0,0,2006,309000,4,3,5,3,1,1,5,4,7,4,3,3,3,1
17597,7,9,1971,2009,0.0,803.0,419.0,581.0,1803.0,2365,0,0,2365,1.0,0.0,2,0,3,1,7,2,1971.0,2.0,551.0,200,144,0,0,0,0,0,2009,315000,4,4,4,3,6,5,3,5,6,4,3,3,3,1
8872,5,8,1965,2008,300.0,595.0,0.0,317.0,912.0,912,0,0,912,1.0,0.0,1,0,2,1,5,0,1992.0,2.0,576.0,0,240,0,0,0,0,0,2008,147000,3,3,3,3,5,1,5,4,7,1,1,3,3,1
3982,8,5,2006,2006,0.0,1154.0,0.0,366.0,1520.0,1567,0,0,1567,1.0,0.0,2,0,1,1,7,1,2006.0,3.0,648.0,312,0,0,0,0,0,0,2006,264561,4,3,4,4,6,1,5,5,7,4,3,3,3,1
7134,5,5,1955,1955,0.0,384.0,0.0,0.0,384.0,1360,0,0,1360,0.0,0.0,1,0,3,1,6,1,1962.0,2.0,572.0,0,50,0,0,0,0,0,2007,130000,3,3,3,3,5,1,3,3,6,3,1,3,3,1
2117,6,5,2000,2000,456.0,436.0,0.0,320.0,756.0,769,756,0,1525,0.0,0.0,2,1,3,1,5,1,2000.0,2.0,440.0,0,0,0,0,0,0,0,2007,177000,4,3,4,3,6,1,5,4,7,3,1,3,3,1
8155,5,7,1930,1950,0.0,0.0,0.0,780.0,780.0,780,420,0,1200,0.0,0.0,1,0,4,1,7,0,1979.0,0.0,0.0,0,0,96,0,0,0,0,2008,119000,3,3,4,3,1,1,4,3,7,1,0,1,1,1
5500,7,5,2004,2004,0.0,510.0,373.0,190.0,1073.0,1073,0,0,1073,1.0,0.0,2,0,2,1,4,0,2004.0,1.0,246.0,0,120,0,0,0,0,0,2006,157000,3,3,4,4,6,2,5,3,7,1,1,3,3,1
11553,5,5,1968,1968,188.0,673.0,0.0,378.0,1051.0,1159,0,0,1159,0.0,0.0,1,1,3,1,7,1,1968.0,1.0,336.0,466,0,0,0,0,0,0,2006,158000,3,3,3,3,4,1,3,3,7,2,1,3,3,1
7150,4,4,1955,1955,0.0,150.0,0.0,1040.0,1190.0,1040,500,0,1540,1.0,0.0,1,0,4,1,7,0,2002.0,1.0,352.0,0,0,0,0,0,0,0,2007,115000,3,3,3,3,3,1,4,2,7,1,1,3,3,1
6285,5,5,1977,1977,0.0,138.0,351.0,405.0,894.0,894,0,0,894,1.0,0.0,1,0,2,1,5,0,1979.0,1.0,308.0,192,0,0,0,0,0,0,2007,120750,3,3,4,3,2,3,3,3,7,1,1,3,3,1
7500,7,5,2000,2000,0.0,533.0,0.0,281.0,814.0,814,860,0,1674,1.0,0.0,2,1,3,1,7,0,2000.0,2.0,663.0,0,96,0,0,0,0,0,2010,216000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
2001,4,5,1970,1970,80.0,0.0,0.0,546.0,546.0,546,546,0,1092,0.0,0.0,1,1,3,1,6,0,1970.0,1.0,286.0,0,0,0,0,0,0,0,2007,75000,3,3,3,3,1,1,2,3,7,1,1,3,3,1
19508,6,5,1974,1974,144.0,800.0,0.0,630.0,1430.0,1430,0,0,1430,0.0,1.0,2,0,3,1,6,2,1974.0,2.0,484.0,117,108,165,0,0,0,0,2008,192000,3,3,3,3,5,1,3,3,7,3,1,3,3,1
7176,6,6,1978,1978,200.0,794.0,0.0,166.0,960.0,1040,0,0,1040,1.0,0.0,1,0,3,1,6,1,1979.0,2.0,616.0,131,0,0,0,180,0,0,2006,160500,3,3,3,4,6,1,2,3,7,2,1,3,3,1
10652,7,5,2006,2007,306.0,0.0,0.0,1494.0,1494.0,1494,0,0,1494,0.0,0.0,2,0,3,1,7,1,2006.0,3.0,840.0,160,33,0,0,0,0,0,2007,279500,4,3,4,3,1,1,5,4,7,4,2,3,3,1
11235,5,6,1963,1963,0.0,784.0,0.0,197.0,981.0,1075,0,0,1075,1.0,0.0,1,0,3,1,6,0,1996.0,2.0,440.0,64,0,0,0,64,0,0,2008,148000,3,3,4,3,5,1,3,4,7,1,1,3,3,1
10265,5,7,1967,2005,0.0,758.0,0.0,234.0,992.0,992,0,0,992,1.0,0.0,1,0,3,1,6,0,1967.0,1.0,294.0,204,0,0,0,0,0,600,2008,145000,3,2,3,3,5,1,5,4,7,1,2,3,3,1
14541,8,7,1993,1993,0.0,1012.0,0.0,326.0,1338.0,1352,1168,0,2520,1.0,0.0,2,1,5,1,10,1,1993.0,3.0,796.0,209,55,0,0,0,0,0,2006,310000,4,4,4,4,6,1,5,4,7,3,2,3,3,1
10184,6,5,1963,1963,379.0,580.0,0.0,503.0,1083.0,1146,0,0,1146,0.0,1.0,1,0,3,1,6,1,1963.0,1.0,294.0,345,75,0,0,0,0,0,2006,165000,3,3,3,3,5,1,3,3,7,4,1,3,3,1
46589,8,7,1994,2005,528.0,1361.0,180.0,88.0,1629.0,1686,762,0,2448,1.0,0.0,2,1,4,1,8,1,1994.0,3.0,711.0,517,76,0,0,0,0,0,2009,402000,4,3,4,4,6,3,5,4,7,3,2,3,3,1
10625,7,5,2005,2005,0.0,0.0,0.0,1026.0,1026.0,1026,932,0,1958,0.0,0.0,2,1,3,1,9,1,2005.0,3.0,936.0,154,210,0,0,0,0,0,2008,250000,4,3,4,3,1,1,5,4,7,4,3,3,3,1
1470,4,6,1970,1970,0.0,522.0,0.0,108.0,630.0,630,0,0,630,1.0,0.0,1,0,1,1,3,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2006,73000,3,3,4,3,6,1,3,3,7,1,0,1,1,1
9000,5,5,1974,1974,0.0,0.0,0.0,896.0,896.0,896,896,0,1792,0.0,0.0,2,2,4,2,8,0,1979.0,0.0,0.0,32,45,0,0,0,0,0,2009,136000,3,3,4,3,1,1,3,3,7,1,0,1,1,1
5911,9,5,2005,2005,278.0,472.0,0.0,1088.0,1560.0,1565,0,0,1565,1.0,0.0,2,0,2,1,6,1,2005.0,2.0,556.0,196,56,0,0,0,0,0,2006,282500,5,3,5,3,6,1,5,5,7,4,2,3,3,1
8987,8,5,2005,2006,226.0,0.0,0.0,1595.0,1595.0,1595,0,0,1595,0.0,0.0,2,0,2,1,6,1,2005.0,3.0,880.0,144,0,0,0,0,0,0,2010,221500,4,3,4,3,1,1,5,4,7,4,2,3,3,1
17871,4,5,1995,1996,0.0,0.0,0.0,1680.0,1680.0,1680,0,0,1680,0.0,0.0,2,0,4,1,7,0,1996.0,2.0,628.0,152,0,0,0,0,0,0,2007,170000,3,3,4,3,1,1,4,4,7,1,1,3,3,1
11500,6,4,1967,1967,0.0,872.0,60.0,108.0,1040.0,1040,0,0,1040,1.0,0.0,1,0,3,1,6,1,1967.0,2.0,480.0,0,0,156,0,0,0,0,2009,163000,2,3,3,2,4,3,4,3,6,1,2,3,3,1
12257,8,5,1995,1995,513.0,56.0,64.0,1198.0,1318.0,1328,1203,0,2531,0.0,0.0,2,1,4,1,9,1,1995.0,3.0,752.0,222,98,0,0,0,0,0,2007,290000,4,3,4,3,2,5,5,4,7,3,2,3,3,1
9044,8,5,1996,1997,526.0,1225.0,0.0,100.0,1325.0,1335,1203,0,2538,0.0,0.0,2,1,4,1,8,1,1996.0,3.0,933.0,198,92,0,0,0,0,0,2007,330000,4,4,4,3,6,1,5,4,7,3,2,3,3,1
1680,6,5,1973,1973,504.0,254.0,0.0,229.0,483.0,483,504,0,987,1.0,0.0,1,1,2,1,5,0,1973.0,1.0,264.0,0,0,0,0,0,0,0,2009,111000,3,3,3,3,4,1,3,3,7,1,1,3,3,1
9468,6,5,1999,1999,148.0,639.0,0.0,201.0,840.0,840,915,0,1755,1.0,0.0,2,1,3,1,7,1,1999.0,2.0,530.0,176,73,0,0,0,0,0,2006,214000,3,3,4,3,6,1,5,3,7,3,2,3,3,1
9373,5,6,1953,1953,84.0,500.0,196.0,456.0,1152.0,1152,0,0,1152,0.0,0.0,1,1,3,1,6,0,1971.0,2.0,636.0,0,0,0,0,0,0,0,2008,137500,3,3,3,3,3,2,3,3,7,1,1,3,3,1
7000,7,5,2003,2003,0.0,622.0,0.0,304.0,926.0,1016,868,0,1884,1.0,0.0,2,1,3,1,7,1,2003.0,2.0,581.0,0,35,0,0,0,0,0,2009,240900,4,3,4,3,6,1,5,5,7,5,2,3,3,1
10186,7,5,1992,1992,0.0,674.0,0.0,76.0,750.0,1061,862,0,1923,1.0,0.0,2,1,3,1,8,1,1992.0,2.0,564.0,240,39,0,0,0,0,0,2010,190000,4,3,4,3,6,1,5,4,7,3,2,3,3,1
11664,7,5,2002,2002,0.0,1234.0,0.0,335.0,1569.0,1611,0,0,1611,1.0,0.0,2,0,3,1,6,0,2002.0,3.0,1231.0,262,93,0,0,0,0,0,2009,250000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
10768,5,8,1976,2004,0.0,1157.0,0.0,280.0,1437.0,1437,0,0,1437,1.0,0.0,2,0,3,1,6,1,1976.0,2.0,528.0,0,21,0,0,180,0,0,2007,218000,4,4,4,3,5,1,3,4,7,2,2,3,3,1
10530,7,6,1993,1993,194.0,819.0,0.0,329.0,1148.0,1091,984,0,2075,1.0,0.0,2,1,3,1,8,1,1993.0,2.0,473.0,235,86,0,0,0,0,0,2007,255000,4,3,4,3,6,1,5,4,7,4,1,3,3,1
14859,7,5,2006,2006,27.0,0.0,0.0,1670.0,1670.0,1670,0,0,1670,0.0,0.0,2,0,3,1,7,1,2006.0,3.0,690.0,144,60,0,0,0,0,0,2006,240000,4,3,4,3,1,1,5,4,7,4,2,3,3,1
10481,8,5,2006,2007,0.0,0.0,0.0,2140.0,2140.0,2140,0,0,2140,0.0,0.0,2,1,3,1,8,0,2006.0,3.0,894.0,136,32,0,0,0,0,0,2007,360000,4,3,4,3,1,1,5,4,7,1,3,3,3,1
9350,5,8,1965,1999,0.0,633.0,0.0,586.0,1219.0,1265,0,0,1265,0.0,1.0,2,0,3,1,6,1,1965.0,2.0,502.0,0,92,0,96,0,0,0,2008,179900,3,4,3,3,5,1,4,4,7,4,2,3,3,1
18030,5,6,1946,1994,0.0,152.0,469.0,977.0,1598.0,1636,971,479,3086,0.0,0.0,3,0,3,1,12,1,1979.0,0.0,0.0,122,0,0,0,0,0,0,2007,200500,3,3,3,3,3,4,3,5,3,4,0,1,1,1
5925,3,6,1910,1950,0.0,0.0,0.0,600.0,600.0,600,368,0,968,0.0,0.0,1,0,2,1,6,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2009,37900,3,3,3,3,1,1,2,3,7,1,0,1,1,1
6718,8,5,2001,2001,86.0,250.0,0.0,1017.0,1267.0,1312,0,0,1312,0.0,0.0,2,0,2,1,5,0,2001.0,2.0,471.0,256,28,0,0,0,0,0,2007,180500,4,3,5,3,6,1,5,4,7,1,1,3,3,1
11855,7,5,2000,2000,23.0,820.0,0.0,348.0,1168.0,1168,1619,0,2787,2.0,0.0,4,2,6,2,8,2,2000.0,4.0,820.0,312,0,0,0,0,0,0,2009,269500,3,3,5,3,6,1,5,3,7,3,3,3,3,1
12394,7,5,2003,2003,0.0,0.0,0.0,847.0,847.0,847,886,0,1733,0.0,0.0,2,1,3,1,7,1,2003.0,2.0,433.0,100,48,0,0,0,0,0,2007,225000,4,3,4,3,1,1,5,4,7,4,3,3,3,1
7000,6,7,1940,1950,0.0,375.0,0.0,345.0,720.0,720,495,0,1215,0.0,0.0,1,0,3,1,6,0,1965.0,2.0,720.0,0,0,30,0,0,0,0,2007,141000,3,3,3,3,5,1,4,4,7,1,3,3,3,1
10367,9,5,2008,2008,284.0,1015.0,0.0,724.0,1739.0,1743,0,0,1743,1.0,0.0,2,0,3,1,8,1,2008.0,3.0,927.0,168,45,0,0,0,0,0,2009,335000,5,3,5,3,6,1,5,5,7,4,2,3,3,1
15240,5,8,1977,2004,0.0,198.0,688.0,140.0,1026.0,1026,0,0,1026,1.0,0.0,1,1,3,1,5,0,1977.0,1.0,308.0,316,85,0,0,0,0,0,2010,150000,4,4,4,3,6,3,5,3,7,1,1,3,3,1
50271,9,5,1981,1987,0.0,1810.0,0.0,32.0,1842.0,1842,0,0,1842,2.0,0.0,0,1,0,1,5,1,1981.0,3.0,894.0,857,72,0,0,0,0,0,2006,385000,4,3,5,3,6,1,4,4,7,4,3,3,3,1
13600,7,6,1965,1990,176.0,454.0,0.0,314.0,768.0,1186,800,0,1986,0.0,0.0,2,1,3,1,7,3,1965.0,2.0,486.0,0,42,0,0,189,0,0,2009,205000,3,3,3,3,4,1,3,3,7,2,1,3,3,1
6762,7,5,2006,2006,24.0,686.0,0.0,501.0,1187.0,1208,0,0,1208,1.0,0.0,2,0,2,1,6,0,2006.0,2.0,632.0,105,61,0,0,0,0,0,2010,206000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
8500,7,5,2004,2004,106.0,0.0,0.0,1422.0,1422.0,1422,0,0,1422,0.0,0.0,2,0,3,1,7,0,2004.0,2.0,626.0,192,60,0,0,0,0,0,2007,179600,4,3,4,3,1,1,5,4,7,1,2,3,3,1
8877,4,5,1951,1951,0.0,836.0,0.0,0.0,836.0,1220,0,0,1220,0.0,0.0,1,0,2,1,6,0,1951.0,2.0,396.0,0,0,0,0,0,0,0,2006,102000,3,3,2,2,2,1,3,3,7,1,1,3,3,1
15611,5,6,1977,1977,0.0,767.0,93.0,266.0,1126.0,1126,0,0,1126,0.0,1.0,2,0,3,1,6,0,1977.0,2.0,540.0,180,0,0,0,0,0,0,2008,175000,3,3,4,3,5,2,3,5,7,1,2,3,3,1
13300,5,5,1956,2001,0.0,494.0,0.0,521.0,1015.0,1384,0,0,1384,1.0,0.0,1,0,2,1,6,0,2001.0,2.0,896.0,75,0,0,323,0,0,400,2006,159000,3,3,3,3,3,1,4,3,6,1,1,3,3,1
6500,6,6,1976,1976,84.0,1033.0,0.0,94.0,1127.0,1127,0,0,1127,0.0,1.0,1,1,3,1,6,1,1991.0,2.0,480.0,0,0,138,0,0,0,0,2008,135000,3,3,3,5,4,1,3,3,7,1,1,3,3,1
9525,6,4,1954,1972,0.0,444.0,0.0,550.0,994.0,1216,639,0,1855,0.0,0.0,2,0,4,1,7,0,1954.0,1.0,325.0,182,0,0,0,0,0,0,2006,136900,3,3,3,2,3,1,4,3,7,1,1,3,3,1
6993,5,7,1961,1994,0.0,465.0,0.0,447.0,912.0,1236,0,0,1236,0.0,0.0,1,0,3,1,6,1,1961.0,1.0,288.0,0,0,0,0,0,0,0,2006,135000,3,3,3,3,4,1,3,3,7,3,1,3,3,1
9430,8,5,1999,1999,673.0,1163.0,0.0,89.0,1252.0,1268,1097,0,2365,1.0,0.0,2,1,3,1,8,1,1999.0,3.0,856.0,0,128,0,0,180,0,0,2009,337000,4,3,4,3,6,1,5,4,7,4,2,3,3,1
11029,6,7,1968,1984,220.0,619.0,0.0,435.0,1054.0,1512,1142,0,2654,1.0,0.0,2,1,4,1,9,1,1968.0,2.0,619.0,0,65,0,0,222,0,0,2006,250000,3,3,3,3,4,1,3,4,7,4,1,3,3,1
14311,8,5,1996,1996,402.0,1023.0,0.0,213.0,1236.0,1236,1104,0,2340,1.0,0.0,2,1,4,1,9,1,1996.0,3.0,787.0,192,180,218,0,0,0,0,2008,306000,4,3,4,3,6,1,5,4,7,4,2,3,3,1
10800,5,5,1987,1988,0.0,1200.0,0.0,0.0,1200.0,1200,0,0,1200,3.0,0.0,3,0,3,1,5,0,1979.0,0.0,0.0,120,0,0,0,0,0,0,2009,179000,3,4,4,4,6,1,3,3,7,1,0,1,1,1
3604,7,5,2007,2007,0.0,0.0,0.0,689.0,689.0,703,689,0,1392,0.0,0.0,2,0,2,1,5,0,2007.0,2.0,540.0,0,102,0,0,0,0,0,2008,146000,4,3,4,3,1,1,5,4,7,1,1,3,3,1
